PROVID;CULTURE;Religion;TRADEGOOD;unused;indentured;lower_strata;middle_strata;proletariat;slaves;tribesmen;upper_strata;INDUSTRIALISATION;PROVINCE_RANK;NAME;AREA;TERRAIN;;;LITERACY;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size;Extra pop type 2;Extra pop culture 2;Extra pop religion 2;Extra pop size 2;Extra pop type 3;Extra pop culture 3;Extra pop religion 3;Extra pop size 3;Extra pop type 4;Extra pop culture 4;Extra pop religion 4;Extra pop size 4;Extra pop type 5;Extra pop culture 5;Extra pop religion 5;Extra pop size 5;Extra pop type 6;Extra pop culture 6;Extra pop religion 6;Extra pop size 6;Extra pop type 7;Extra pop culture 7;Extra pop religion 7;Extra pop size 7
3328;miao;linh;cloth;0;0;12;0;0;0;5;0;0;0;Nayong;Guizhou;low_mountain;patched_state;Guizhou;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3329;gogo;bantu;cloth;0;0;0;0;0;8;8;0;0;0;PROV3329;Tanzania;plains;patched_state;Tanzania;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3330;oirat;sunni;camel;0;0;4;0;0;0;3;0;0;0;Qilian Mountains;;desert;patched_state;patched_state;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3331;russian;orthodox;cloth;0;3;1;0;0;0;0;0;7;0;Ugra;Smolensk;forest;patched_state;Smolensk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3332;swedish;lutheran;gems;0;0;6;2;1;0;0;0;10;0;Sandhammaren;state_512;;patched_state;state_512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3333;english;anglican;vegetables;0;0;23;6;0;0;0;2;20;0;Canterbury;South_East;;patched_state;South_East;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3334;chokwe;bantu;cloth;0;0;0;0;0;0;7;0;0;0;PROV3334;Northern_Rhodesia;plains;patched_state;Northern_Rhodesia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3335;kurdish;shiite;cloth;0;0;5;0;0;0;0;0;0;0;Saqqez;Irakadjemi;hills;patched_state;Irakadjemi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3336;russian;orthodox;cloth;0;2;15;0;0;0;0;0;7;0;Kotovsk;Tambov;plains;patched_state;Tambov;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3337;russian;orthodox;wood;0;0;2;0;0;0;0;0;7;0;Bayandina;Perm;boreal_forest;patched_state;Perm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3338;maasai;kenyan;cloth;0;0;3;0;0;8;13;0;0;0;PROV3338;Kenya;semi_arid;patched_state;Kenya;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3339;norwegian;lutheran;wood;0;0;0;0;0;0;0;0;10;0;Sørli;Drontheim;;patched_state;Drontheim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3340;south_german;catholic;cloth;0;0;23;10;8;0;0;0;20;0;Rottweil;Wurttemberg;;patched_state;Wurttemberg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3341;english;anglican;vegetables;0;0;41;19;11;0;0;4;30;1;Reading;South_East;;patched_state;South_East;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3342;south_german;catholic;mediterranean_fruit;0;0;11;9;5;0;0;0;20;0;Müllheim;Baden;;patched_state;Baden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3343;punjabi;hindu;tea;0;0;4;0;0;0;1;0;0;0;Haldwani;Nepal;low_mountain;patched_state;Nepal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3344;russian;orthodox;cloth;0;0;9;0;0;0;0;0;7;0;Tokarevska;Tambov;plains;patched_state;Tambov;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3345;albanian;sunni;wood;0;0;3;1;1;0;0;0;7;0;Korçë;Albania;;patched_state;Albania;;lower_strata;aromanian;sunni;1;lower_strata;greek;orthodox;3;proletariat;greek;orthodox;1;;;;;;;;;;;;;;;;
3346;dagestani;sunni;cloth;0;0;1;0;0;0;2;0;0;0;Mirny;Terek;semi_arid;patched_state;Terek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3347;kayan;hindu;cloth;0;0;0;0;0;0;0;0;0;0;PROV3347;Kaliman;dense_jungle;patched_state;Kaliman;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3348;crimean;sunni;mediterranean_fruit;0;0;6;0;0;0;0;0;8;1;Sevastopol;Taurida;low_mountain;patched_state;Taurida;;lower_strata;russian;orthodox;6;middle_strata;russian;orthodox;1;tribesmen;krymchak;jewish;1;middle_strata;greek;orthodox;2;proletariat;greek;orthodox;1;;;;;;;;
3349;ukrainian;orthodox;grain;0;11;8;0;0;0;0;0;10;0;Kagarpik;Kiev;farmland;patched_state;Kiev;;lower_strata;ashkenazi;jewish;5;;;;;;;;;;;;;;;;;;;;;;;;
3350;japanese;shinto;dye;0;0;45;2;0;0;0;3;10;0;Takasaki;Kanto;plains;patched_state;Kanto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3351;castilian;catholic;grain;0;0;12;2;3;0;0;1;15;0;Burgos;Castille;;patched_state;Castille;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3352;russian;orthodox;wood;0;2;6;1;1;0;0;0;7;0;Yekaterinburg;Sverdlovsk;forest;patched_state;Sverdlovsk;;lower_strata;altai;sunni;2;;;;;;;;;;;;;;;;;;;;;;;;
3353;bornean;sunni;cloth;0;0;3;0;0;0;5;0;0;0;Beluran;Sabah;low_mountain;patched_state;Sabah;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3354;japanese;shinto;wood;0;0;53;4;0;0;0;5;10;0;Nagaoka;Chubu;forest;patched_state;Chubu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3355;maori;rangi;wood;0;0;0;0;0;0;1;0;0;0;Napier;Te Ika-a-Maui;low_mountain;patched_state;Te Ika-a-Maui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3356;yankee;reformed;grain;0;0;6;3;0;0;0;0;15;0;New London;Connecticut;;patched_state;Connecticut;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3357;creole;lutheran;fish;0;0;5;2;0;4;5;0;0;0;Freetown;Sierra Leone;plains;patched_state;Sierra Leone;;tribesmen;temne;serer;6;;;;;;;;;;;;;;;;;;;;;;;;
3358;yue;daoism;grain;0;0;12;4;2;0;0;5;10;0;Shenzhen;East Guangdong;farmland;patched_state;East Guangdong;;lower_strata;yue;evangelical;6;proletariat;hakka;evangelical;4;;;;;;;;;;;;;;;;;;;;
3359;quebecois;catholic;wood;0;0;0;0;0;0;0;0;0;0;Les Escoumains;Quebec;boreal_forest;patched_state;Quebec;;tribesmen;cree;inuit;1;;;;;;;;;;;;;;;;;;;;;;;;
3360;formosan_culture;formosan;wood;0;0;1;0;0;0;6;0;0;0;Hualien;Taiwan;low_mountain;patched_state;Taiwan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3361;albanian;catholic;wool;0;0;4;1;2;0;0;0;7;0;Fier;Albania;;patched_state;Albania;;lower_strata;greek;orthodox;2;middle_strata;greek;orthodox;1;lower_strata;aromanian;catholic;1;;;;;;;;;;;;;;;;
3362;bedouin;sunni;camel;0;0;1;0;0;0;0;0;0;0;PROV3362;Damascus;;patched_state;Damascus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3363;malayan;sunni;peat;0;0;9;2;0;4;0;1;0;0;Pontianak;West_Kaliman;sparse_jungle;patched_state;West_Kaliman;;lower_strata;hakka;mahayana;3;;;;;;;;;;;;;;;;;;;;;;;;
3364;romanian;orthodox;fish;0;0;4;1;0;0;0;0;7;0;Tulcea;Dobruja;marsh;patched_state;Dobruja;;lower_strata;turkish;sunni;2;lower_strata;nogai;sunni;1;;;;;;;;;;;;;;;;;;;;
3365;shoshone;waashat;grain;0;0;0;0;0;0;0;0;0;0;Absarokee;Montana;semi_arid;patched_state;Montana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3366;latin_caribbean;catholic;grain;0;0;2;0;0;0;0;0;0;0;Yulee;Florida;forest;patched_state;Florida;;tribesmen;mikasuki;waashat;3;lower_strata;afroamerican;evangelical;1;;;;;;;;;;;;;;;;;;;;
3367;guarani;pagelanca;livestock;0;0;1;0;0;0;1;0;0;0;Huachana;Tucumán;forest;patched_state;Tucumán;;lower_strata;platense;catholic;1;;;;;;;;;;;;;;;;;;;;;;;;
3368;bornean;sunni;cloth;0;0;35;0;0;0;0;0;0;0;Sabah;Sabah;low_mountain;patched_state;Sabah;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3369;norteno;catholic;cloth;0;0;2;0;0;0;0;0;0;0;Nogales;Sonora;desert;patched_state;Sonora;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3370;maori;rangi;coal;0;0;0;0;0;0;1;0;0;0;Mokau;Te Ika-a-Maui;forest;patched_state;Te Ika-a-Maui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3371;maori;rangi;mediterranean_fruit;0;0;0;0;0;0;1;0;0;0;Auckland;Te Ika-a-Maui;coastal_terrain;patched_state;Te Ika-a-Maui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3372;uzbek;sunni;cloth;0;0;9;0;0;0;0;0;0;0;Namangan;Kokand;low_mountain;patched_state;Kokand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3373;shan;linh;cloth;0;0;4;0;0;0;0;0;0;0;Chiang Rai;Lan Na;sparse_jungle;patched_state;Lan Na;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3374;cree;inuit;wood;0;0;0;0;0;0;1;0;0;0;Val-d'Or;Quebec;boreal_forest;patched_state;Quebec;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3375;min;mahayana;wood;0;0;14;1;0;0;0;1;0;0;Kagi;Taiwan;plains;patched_state;Taiwan;;lower_strata;hakka;daoism;8;lower_strata;formosan_culture;daoism;1;;;;;;;;;;;;;;;;;;;;
3376;marathi;hindu;textile_fibres;0;0;32;0;2;0;10;0;0;0;Pusad;Berar;plains;patched_state;Berar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3377;shoshone;waashat;cloth;0;0;0;0;0;0;0;0;0;0;Lehmi;Idaho;hills;patched_state;Idaho;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3378;platense;catholic;livestock;0;0;5;0;0;0;0;0;10;0;Catamarca;Salta;low_mountain;patched_state;Salta;;tribesmen;mapuche;tain_feyentun;1;;;;;;;;;;;;;;;;;;;;;;;;
3379;brazilian;catholic;livestock;0;0;5;1;0;0;0;0;8;0;Angra dos Reis;Rio de Janeiro;farmland;patched_state;Rio de Janeiro;;slaves;afro_portuguese;catholic;4;;;;;;;;;;;;;;;;;;;;;;;;
3380;jin;confucianism;grain;0;0;7;0;0;0;0;0;10;0;Mu Us Desert;Nei_Mongol;desert;patched_state;Nei_Mongol;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3381;minor_aboriginal;anglican;grain;0;0;1;0;0;0;0;0;0;0;Bathurst;New_South_Wales;low_mountain;patched_state;New_South_Wales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3382;norwegian;lutheran;fish;0;0;6;0;0;0;0;0;10;0;Molde;Drontheim;low_mountain;patched_state;Drontheim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3383;swedish;lutheran;cloth;0;0;5;0;0;0;0;0;10;0;Tidaholm;state_470;;patched_state;state_470;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3384;tupi;pagelanca;iron;0;0;0;0;0;0;3;0;0;0;Ituiutaba;Minas Gerais;plains;patched_state;Minas Gerais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3385;russian;orthodox;cloth;0;1;3;1;0;0;0;0;7;0;Porhov;Pskov;forest;patched_state;Pskov;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3386;russian;orthodox;cloth;0;0;12;0;0;0;0;0;7;0;Chugynka;Kharkov;farmland;patched_state;Kharkov;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3387;tatar;sunni;wood;0;0;5;0;0;0;0;0;0;0;Aznakayevo;Kazan;plains;patched_state;Kazan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3388;english;anglican;inorganic_compounds;0;0;70;68;78;0;0;40;37;2;London;Essex;london;patched_state;Essex;;middle_strata;ashkenazi;jewish;3;proletariat;black_british;anglican;2;proletariat;bengali;sunni;1;proletariat;irish;catholic;3;middle_strata;french;catholic;2;tribesmen;romani;reformed;1;proletariat;english;catholic;2
3389;igbo;dahoman;chocolate;0;0;5;0;0;1;29;0;0;0;Akure;Nigeria;dense_jungle;patched_state;Nigeria;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3390;north_german;lutheran;coal;0;0;12;3;8;0;0;1;20;1;Dortmund;Westfalen;;patched_state;Westfalen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3391;swedish;lutheran;cloth;0;0;4;1;0;0;0;0;10;0;Trolhättan;state_470;;patched_state;state_470;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3392;flemish;catholic;grain;0;0;10;8;8;0;0;3;20;0;Yper;Flanders;;patched_state;Flanders;;lower_strata;french;catholic;2;middle_strata;walloon;catholic;2;;;;;;;;;;;;;;;;;;;;
3393;portuguese;catholic;spices;0;0;8;2;3;0;0;0;10;0;Moura;Algarve;;patched_state;Algarve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3394;russian;orthodox;grain;0;4;3;3;0;0;0;0;7;0;Gdov;Sankt-Petersburg;forest;patched_state;Sankt-Petersburg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3395;cossack;orthodox;coal;0;0;17;1;0;0;0;0;8;0;Gorlivka;Yekaterinoslav;farmland;patched_state;Yekaterinoslav;;lower_strata;ashkenazi;jewish;1;;;;;;;;;;;;;;;;;;;;;;;;
3396;xiajiang;daoism;grain;0;0;100;4;0;0;0;3;10;0;Guannan;Jiangsu;farmland;patched_state;Jiangsu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3397;samoyed;orthodox;cloth;0;0;2;0;0;0;0;0;0;0;Bisert;Ufa;hills;patched_state;Ufa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3398;castilian;catholic;wool;0;0;6;1;2;0;0;0;10;0;Trabanca;León;;patched_state;León;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3399;igbo;dahoman;chocolate;0;0;7;0;0;0;30;0;0;0;Okpe;Nigeria;sparse_jungle;patched_state;Nigeria;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3400;dixie;evangelical;textile_fibres;0;0;1;2;0;0;0;0;15;0;Savannah;Georgia;plains;patched_state;Georgia;;slaves;afroamerican;evangelical;5;;;;;;;;;;;;;;;;;;;;;;;;
3401;kazakh;sunni;fish;0;0;20;0;0;0;0;0;0;0;Qongirot;Khiva;plains;patched_state;Khiva;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3402;french;catholic;cloth;0;0;33;2;0;0;0;2;20;0;Besançon;Franche-Comté;;patched_state;Franche-Comté;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3403;yue;linh;cloth;0;0;24;1;1;0;0;1;10;0;Mong Cai;Tonkin;;patched_state;Tonkin;;lower_strata;vietnamese;linh;10;;;;;;;;;;;;;;;;;;;;;;;;
3404;portuguese;catholic;coal;0;0;10;1;3;0;0;0;10;0;Serpa;Algarve;;patched_state;Algarve;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3405;vietnamese;linh;coffee;0;0;7;0;0;0;0;0;6;0;Son La;Tonkin;;patched_state;Tonkin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3406;turkish;sunni;iron;0;0;18;3;5;0;0;2;10;1;Kayseri;Konya;;patched_state;Konya;;lower_strata;greek;orthodox;15;;;;;;;;;;;;;;;;;;;;;;;;
3407;melanesian;mana;hardwood;0;0;0;0;0;0;1;0;0;0;Javeku;New_Britain;dense_jungle;patched_state;New_Britain;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3408;xiajiang;daoism;grain;0;0;113;4;4;0;0;5;10;0;Siyang;Jiangsu;farmland;patched_state;Jiangsu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3409;ukrainian;orthodox;grain;0;11;4;0;0;0;0;0;10;0;Chigirin;Kiev;farmland;patched_state;Kiev;;lower_strata;ashkenazi;jewish;2;;;;;;;;;;;;;;;;;;;;;;;;
3410;assamese;hindu;spices;0;0;3;0;1;0;5;0;8;0;Nagaon;Assam;forest;patched_state;Assam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3411;sumatran;sunni;cloth;0;0;3;0;0;0;3;0;0;0;Cabang;Sumatra;dense_jungle;patched_state;Sumatra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3412;pashtun;shiite;livestock;0;0;9;1;0;0;2;0;0;0;Gazni;Kandahar;hills;patched_state;Kandahar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3413;japanese;shinto;grain;0;0;61;4;0;0;0;4;10;0;Yokohama;Kanto;farmland;patched_state;Kanto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3414;russian;orthodox;wood;0;0;2;0;0;0;0;0;7;0;Polnovat;Khanty-Mansi;boreal_forest;patched_state;Khanty-Mansi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3415;kazakh;sunni;livestock;0;0;1;0;0;0;2;0;0;0;Beleuli;Zakaspiya;desert;patched_state;Zakaspiya;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3416;hausa;sunni;cloth;0;0;7;0;0;11;20;0;0;0;Kazaure;Nigeria;semi_arid;patched_state;Nigeria;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3417;kazakh;sunni;cloth;0;0;3;0;0;0;2;0;0;0;Sapak;Syr-Darya;semi_arid;patched_state;Syr-Darya;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3418;vietnamese;linh;cloth;0;0;78;5;0;0;0;5;6;1;Hanoi;Tonkin;farmland;patched_state;Tonkin;;middle_strata;hoa;chinese_shamanism;3;lower_strata;hoa;confucianism;10;lower_strata;vietnamese;catholic;22;;;;;;;;;;;;;;;;
3419;kazakh;sunni;cloth;0;0;0;0;0;0;1;0;0;0;Kanton-Karagai;Semipalatinsk;low_mountain;patched_state;Semipalatinsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3420;thai;linh;cloth;0;0;25;3;0;0;0;1;5;0;Gantian;Yunnan;low_mountain;patched_state;Yunnan;;lower_strata;shangjiang;chinese_shamanism;9;lower_strata;hui;sunni;4;;;;;;;;;;;;;;;;;;;;
3421;turkish;sunni;livestock;0;0;5;1;0;0;0;1;10;0;Aksaray;Konya;;patched_state;Konya;;lower_strata;greek;orthodox;1;;;;;;;;;;;;;;;;;;;;;;;;
3422;tigre;sunni;grain;0;0;6;0;0;4;10;0;3;0;Asmara;Eritrea;hills;patched_state;Eritrea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3423;kazakh;sunni;cloth;0;0;3;0;0;0;1;0;0;0;Palattsy;Semipalatinsk;hills;patched_state;Semipalatinsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3424;bengali;hindu;grain;0;0;78;0;21;0;119;0;8;0;Dinhata;Bengal;forest;patched_state;Bengal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3425;platense;catholic;tobacco;0;0;1;0;0;0;0;0;10;0;Esquina;Mesopotamia;plains;patched_state;Mesopotamia;;tribesmen;guarani;catimbo;1;;;;;;;;;;;;;;;;;;;;;;;;
3426;persian;shiite;livestock;0;0;2;0;0;0;3;0;8;0;Tabas;Khurasan;desert_hills;patched_state;Khurasan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3427;tamazight;sunni;camel;0;0;4;0;0;0;3;0;0;0;Touggourt;Algerian_Sahara;;patched_state;Algerian_Sahara;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3428;dolgan;sunni;wood;0;0;0;0;0;0;0;0;0;0;Khulimsunt;Khanty-Mansi;boreal_forest;patched_state;Khanty-Mansi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3429;hausa;sunni;cloth;0;0;4;0;0;11;20;0;0;0;Kaduna;Nigeria;semi_arid;patched_state;Nigeria;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3430;altai;sunni;wood;0;0;2;0;0;0;0;0;0;0;Safakulevo;Chelyabinsk;plains;patched_state;Chelyabinsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3431;nubian;coptic;cloth;0;0;0;0;0;0;1;0;0;0;Hadiga;Sudan;extreme_desert;patched_state;Sudan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3432;platense;catholic;livestock;0;0;4;1;0;0;0;1;10;0;Santa Fe;Santa Fe;plains;patched_state;Santa Fe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3433;afro_haitian;catholic;sugar;0;0;4;0;0;0;0;0;5;0;Port-de-Paix;Haiti;semi_arid;patched_state;Haiti;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3434;tamazight;sunni;camel;0;0;0;0;0;0;3;0;0;0;Selmana;Algerian_Sahara;;patched_state;Algerian_Sahara;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3435;roman;roman_pantheon;cloth;0;0;0;0;0;0;0;0;0;0;South Eyre;spare_state;coastal_terrain;patched_state;spare_state;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3436;xhosa;bantu;livestock;0;0;0;0;0;0;11;0;7;0;Umtata;South_Africa;hills;patched_state;South_Africa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3437;russian;orthodox;wood;0;0;0;0;0;0;0;0;7;0;Pikhtovo;Vologda;boreal_forest;patched_state;Vologda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3438;ukrainian;orthodox;wood;0;0;2;1;0;0;0;0;10;0;Slavuta;Volhyn;forest;patched_state;Volhyn;;middle_strata;ashkenazi;jewish;2;;;;;;;;;;;;;;;;;;;;;;;;
3439;tatar;sunni;wood;0;0;2;0;0;0;0;0;0;0;Batyrevo;Kazan;forest;patched_state;Kazan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3440;sami;lutheran;fur;0;0;0;0;0;0;0;0;5;0;Skoganvarri;Finmark;tundra;patched_state;Finmark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3441;north_german;lutheran;wood;0;0;12;2;1;0;0;0;20;0;Barnim;Brandenburg;;patched_state;Brandenburg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3442;mari;mari;wood;0;0;3;0;0;0;0;0;0;0;Sovetsky;Kazan;plains;patched_state;Kazan;;lower_strata;russian;orthodox;2;;;;;;;;;;;;;;;;;;;;;;;;
3443;nakh;sunni;cloth;0;0;11;0;0;0;0;0;0;0;Malgobek;Terek;plains;patched_state;Terek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3444;ukrainian;orthodox;cloth;0;0;15;1;0;0;0;0;10;0;Khartsizk;Voiska_Donskova;farmland;patched_state;Voiska_Donskova;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3445;russian;orthodox;cloth;0;3;15;1;0;0;0;1;7;0;Kamenka;Penza;plains;patched_state;Penza;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3446;sicilian;catholic;fish;0;20;3;0;0;0;0;0;5;0;Cefalù;Sicily;plains;patched_state;Sicily;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3447;belarusian;orthodox;grain;0;3;4;0;0;0;0;0;10;0;Barauliany;Minsk;forest;patched_state;Minsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3448;russian;orthodox;wood;0;0;0;0;0;0;0;0;7;0;PROV3448;Arkhangelsk;boreal_forest;patched_state;Arkhangelsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3449;swiss_german;lutheran;cloth;0;0;30;5;10;0;0;3;15;1;Zürich;Ostschweiz;;patched_state;Ostschweiz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3450;ukrainian;catholic;livestock;0;2;5;0;0;0;0;0;10;0;Rozhische;Volhyn;farmland;patched_state;Volhyn;;middle_strata;polish;catholic;1;proletariat;polish;catholic;1;indentured;polish;catholic;2;middle_strata;polish;lutheran;1;proletariat;polish;lutheran;1;lower_strata;ashkenazi;jewish;2;;;;
3451;french;catholic;grain;0;0;13;5;13;0;0;2;20;0;Valenciennes;Nord-Pas-de-Calais;;patched_state;Nord-Pas-de-Calais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3452;burmese;theravada;cloth;0;0;12;0;0;4;0;0;8;0;Satthwa;Pegu;;patched_state;Pegu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3453;north_german;lutheran;iron;0;0;16;5;7;0;0;2;30;0;Brandenburg;Brandenburg;;patched_state;Brandenburg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3454;melanesian;mana;fish;0;0;0;0;0;0;10;0;0;0;Suva;Fiji;sparse_jungle;patched_state;Fiji;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3455;ukrainian;orthodox;coal;0;0;4;0;0;0;0;0;10;0;Kramatorsk;Yekaterinoslav;farmland;patched_state;Yekaterinoslav;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3456;libyan;sunni;inorganic_compounds;0;0;1;0;0;0;4;0;3;0;el Abiar;Cyrenaica;;patched_state;Cyrenaica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3457;catalan;catholic;textile_fibres;0;0;15;3;8;0;0;1;20;1;Girona;Catalonia;;patched_state;Catalonia;24;lower_strata;castilian;catholic;2;middle_strata;castilian;catholic;1;;;;;;;;;;;;;;;;;;;;
3458;belarusian;orthodox;inorganic_compounds;0;1;0;0;0;0;0;0;10;0;Maladzyechna;Vilno;forest;patched_state;Vilno;;lower_strata;polish;catholic;1;indentured;polish;catholic;1;;;;;;;;;;;;;;;;;;;;
3459;sundanese;catholic;cloth;0;0;2;0;0;0;6;0;0;0;Balauring;Nusa_Tenggara;sparse_jungle;patched_state;Nusa_Tenggara;;tribesmen;sundanese;sunni;5;;;;;;;;;;;;;;;;;;;;;;;;
3460;libyan;sunni;grain;0;0;26;2;2;0;0;1;3;1;Benghazi;Cyrenaica;semi_arid;patched_state;Cyrenaica;;lower_strata;mizrahi;jewish;1;;;;;;;;;;;;;;;;;;;;;;;;
3461;amur;tengri;wood;0;0;0;0;0;0;0;0;0;0;Zvyozdochka;Magadan;boreal_forest;patched_state;Magadan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3462;castilian;catholic;grain;0;0;8;1;1;0;0;0;10;0;Arevalo;Castille;;patched_state;Castille;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3463;manchu;mahayana;temperate_fruit;0;0;5;0;0;0;2;0;0;0;Fuquiangcun;Heilongjiang;plains;patched_state;Heilongjiang;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3464;telugu;hindu;coffee;0;0;48;5;3;0;18;0;5;0;Bhimaravan;Golconda;farmland;patched_state;Golconda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3465;mongolian;mahayana;horses;0;0;0;0;0;0;2;0;0;0;Lyn;Monggol_Ulus;semi_arid;patched_state;Monggol_Ulus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3466;kachin;theravada;cloth;0;0;0;0;0;0;6;0;0;0;PROV3466;Burma;;patched_state;Burma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3467;miao;linh;cloth;0;0;6;0;0;0;0;0;0;0;Xanamkhan;Laos;;patched_state;Laos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
