PROVID;CULTURE;Religion;TRADEGOOD;unused;unused2;lower_strata;middle_strata;proletariat;slaves;tribesmen;upper_strata;INDUSTRIALISATION;PROVINCE RANK;NAME;AREA;TERRAIN;;;Subcultures / religons;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size;Extra pop type;Extra pop culture;Extra pop religion;Extra pop size
3801;dixie;evangelical;cloth;0;0;3;2;0;0;0;1;40;0;South Hill;Virginia;;patched_state;Virginia;;slaves;afroamerican;evangelical;10;;;;;;;;;;;;;;;;;;;;;;;;
3802;khmer;theravada;cloth;0;0;2;0;0;2;0;0;39;0;Ubon Ratchathani;Laos;;patched_state;Laos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3803;russian;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;PROV3803;Perm;boreal_forest;patched_state;Perm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3804;shoshone;waashat;cloth;0;0;0;0;0;0;0;0;40;0;Regina;Wyoming;;patched_state;Wyoming;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3805;khmer;theravada;cloth;0;0;4;0;0;2;0;0;39;0;Yasothon;Siam;;patched_state;Siam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3806;brazilian;catholic;livestock;0;0;1;0;0;0;0;0;40;0;Campina Grande;Paraíba;semi_arid;patched_state;Paraíba;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3807;norteno;catholic;cloth;0;0;5;0;0;0;2;1;40;0;Fresnillo;Durango;semi_arid;patched_state;Durango;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3808;roman;mythic;cloth;0;0;0;0;0;0;0;0;40;0;Alotau;Papua_New_Guinea;hills;patched_state;Papua_New_Guinea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3809;gyarlong;mahayana;livestock;0;0;7;0;0;0;0;0;39;0;PROV3809;Tibet;low_mountain;patched_state;Tibet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3810;tanana;inuit;wood;0;0;0;0;0;0;1;0;40;0;Fort Nelson;Northern Cascadia;;patched_state;Northern Cascadia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3811;ekoi;dahoman;cloth;0;0;6;0;0;0;27;0;40;0;Akwa Akpa;Nigeria;;patched_state;Nigeria;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3812;illinois;waashat;cloth;0;0;0;0;0;0;0;0;40;0;PROV3812;Ilinois;;patched_state;Ilinois;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3813;temne;serer;cloth;0;0;3;0;0;6;19;0;40;0;Kabala;Sierra Leone;;patched_state;Sierra Leone;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3814;mongolian;mahayana;camel;0;0;7;0;0;0;0;0;39;0;PROV3814;Nei_Mongol;desert;patched_state;Nei_Mongol;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3815;dutch;catholic;cloth;0;0;0;0;0;0;0;0;1;0;PROV3815;state_286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3816;dutch;reformed;sugar;0;0;1;0;0;0;0;0;40;0;Nieuw Nickerie;Suriname;dense_jungle;patched_state;Suriname;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3817;ute;waashat;cloth;0;0;0;0;0;0;0;0;40;0;PROV3817;Utah;desert;patched_state;Utah;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3818;aonikenk;tain_feyentun;livestock;0;0;0;0;0;0;1;0;40;0;Tehuelches;Magallanes;;patched_state;Magallanes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3819;tibetan;mahayana;livestock;0;0;24;1;1;0;0;1;39;0;Lhasa;Tibet;low_mountain;patched_state;Tibet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3820;ukrainian;orthodox;cloth;0;0;3;0;0;0;0;0;39;0;Klinzy;Chernigov;;patched_state;Chernigov;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3821;norwegian;lutheran;fish;0;0;0;0;0;0;0;0;40;0;PROV3821;Vestlandet;;patched_state;Vestlandet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3822;irish;reformed;linen;0;0;40;8;0;0;0;1;40;0;PROV3822;Ulster;;patched_state;Ulster;;lower_strata;irish;catholic;23;;;;;;;;;;;;;;;;;;;;;;;;
3823;russian;orthodox;wood;0;0;0;0;0;0;0;0;39;0;PROV3823;Arkhangelsk;boreal_forest;patched_state;Arkhangelsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3824;galician;catholic;cloth;0;0;8;1;0;0;0;0;39;0;Ponferrada;León;;patched_state;León;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3825;greek;orthodox;cloth;0;0;11;0;0;0;0;0;39;0;Larnaca;Kypros;semi_arid;patched_state;Kypros;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3826;south_german;catholic;cloth;0;0;9;17;15;0;0;6;39;0;Stuttgart;Wurttemberg;;patched_state;Wurttemberg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3827;ukrainian;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;PROV3827;Mogilev;;patched_state;Mogilev;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3828;polish;catholic;cloth;0;0;0;0;0;0;0;0;39;0;Osterode;Pommerellen;;patched_state;Pommerellen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3829;norwegian;lutheran;fish;0;0;0;0;0;0;0;0;40;0;PROV3829;Vestlandet;;patched_state;Vestlandet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3830;circassian;sunni;horses;0;0;0;0;0;0;0;0;39;0;PROV3830;Kuban;;patched_state;Kuban;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3831;north_german;lutheran;cloth;0;0;0;0;0;0;0;0;39;0;Siegen;Westfalen;;patched_state;Westfalen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3832;irish;catholic;livestock;0;0;11;3;0;0;0;0;40;0;Letterkenny;Connaught;;patched_state;Connaught;;upper_strata;irish;reformed;1;lower_strata;irish;reformed;5;;;;;;;;;;;;;;;;;;;;
3833;thai;theravada;cloth;0;0;6;0;0;6;0;0;39;0;Hua Hin;state_10;dense_jungle;patched_state;state_10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3834;crimean;orthodox;horses;0;0;0;0;0;0;0;0;40;0;Noworossiysk;Chernomor;;patched_state;Chernomor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3835;north_german;catholic;cloth;0;0;0;0;0;0;0;0;39;0;Koblenz;Rhein;;patched_state;Rhein;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3836;han;confucianism;cloth;0;0;24;1;1;0;0;1;39;0;PROV3836;Zhili;;patched_state;Zhili;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3837;latvian;lutheran;cloth;0;0;8;7;13;3;0;1;39;1;Riga;Livland;;patched_state;Livland;;upper_strata;baltic_german;lutheran;1;middle_strata;baltic_german;lutheran;1;;;;;;;;;;;;;;;;;;;;
3838;yankee;lutheran;cloth;0;0;10;6;14;0;0;2;40;0;Boston;Massachusetts;;patched_state;Massachusetts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3839;south_german;catholic;cloth;0;0;8;7;6;0;0;6;39;0;Baden-Baden;Baden;;patched_state;Baden;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3840;han;confucianism;cloth;0;0;58;2;2;0;0;3;39;0;PROV3840;Hubei;;patched_state;Hubei;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3841;polish;catholic;cloth;0;0;0;0;0;0;0;0;39;0;Schwetz;Pommerellen;;patched_state;Pommerellen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3842;manchu;mahayana;cloth;0;0;24;1;1;0;0;1;39;0;PROV3842;Böhmen20;;patched_state;Böhmen20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3843;circassian;sunni;horses;0;0;0;0;0;0;0;0;39;0;PROV3843;Chernomor;;patched_state;Chernomor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3844;kazakh;sunni;cloth;0;0;0;0;0;0;0;0;39;0;PROV3844;state_734;;patched_state;state_734;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3845;tuareg;sunni;camel;0;0;0;0;0;0;0;0;40;0;PROV3845;Libyan_Sahara;;patched_state;Libyan_Sahara;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3846;manchu;mahayana;cloth;0;0;58;2;2;0;0;3;39;0;PROV3846;Böhmen20;;patched_state;Böhmen20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3847;yankee;evangelical;cloth;0;0;0;0;0;0;0;0;40;0;Point Pleasant;West Virginia;;patched_state;West Virginia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3848;tamil;hindu;cloth;0;0;48;5;2;0;12;0;40;0;PROV3848;state_38;;patched_state;state_38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3849;crimean;sunni;fish;0;0;3;0;0;0;0;0;39;0;Kerch;Taurida;farmland;patched_state;Taurida;;lower_strata;cossack;orthodox;1;;;;;;;;;;;;;;;;;;;;;;;;
3850;thai;theravada;cloth;0;0;3;1;0;1;0;1;39;0;Ayutthaya;Siam;;patched_state;Siam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3851;levantine;shiite;cloth;0;0;0;0;0;0;0;0;39;0;PROV3851;Aleppo;;patched_state;Aleppo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3852;brazilian;catholic;tobacco;0;0;1;0;0;0;0;0;40;0;Alegrete;Rio Grande do Sul;;patched_state;Rio Grande do Sul;;slaves;kaingang;catholic;1;;;;;;;;;;;;;;;;;;;;;;;;
3853;yankee;lutheran;cloth;0;0;8;4;1;0;0;1;40;0;Springfield;Massachusetts;;patched_state;Massachusetts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3854;kazakh;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;PROV3854;Orenburg;;patched_state;Orenburg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3855;hui;confucianism;cloth;0;0;113;4;4;0;0;5;39;0;PROV3855;Wuhu;;patched_state;Wuhu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3856;sumatran;sunni;cloth;0;0;0;0;0;0;0;0;39;0;PROV3856;Sumatra;;patched_state;Sumatra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3857;sahaptin;earth_lodge;wood;0;0;0;0;0;0;0;0;40;0;Bellevue;Washington;;patched_state;Washington;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3858;hassaniyya;serer;cloth;0;0;0;0;0;0;0;0;40;0;Zouérat;Mauritania;;patched_state;Mauritania;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3859;kalaallit;inuit;fish;0;0;0;0;0;0;1;0;39;0;PROV3859;Grønland;;patched_state;Grønland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3860;libyan;sunni;cloth;0;0;8;0;0;0;3;0;39;0;PROV3860;Tripoli;;patched_state;Tripoli;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3861;tuvan;sunni;cloth;0;0;0;0;0;0;0;0;39;0;PROV3861;Khakassia;;patched_state;Khakassia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3862;yankee;evangelical;cloth;0;0;0;0;0;0;0;0;40;0;Charleston;West Virginia;;patched_state;West Virginia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3863;peruvian;catholic;grain;0;0;16;1;0;0;0;0;40;0;Trujillo;Costa de Peru;hills;patched_state;Costa de Peru;;lower_strata;quechua;catholic;5;;;;;;;;;;;;;;;;;;;;;;;;
3864;karen;theravada;cloth;0;0;2;0;0;0;2;0;39;0;Tak;Tenasserim;;patched_state;Tenasserim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3865;mongolian;mahayana;camel;0;0;7;0;0;0;0;0;39;0;PROV3865;Nei_Mongol;desert;patched_state;Nei_Mongol;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3866;roman;mythic;wood;0;0;0;0;0;0;0;0;40;0;PROV3866;Queensland;;patched_state;Queensland;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3867;somali;sunni;cloth;0;0;0;0;0;5;7;0;40;0;PROV3867;Abyssinia;;patched_state;Abyssinia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3868;mongolian;mahayana;camel;0;0;0;0;0;0;1;0;39;0;PROV3868;Mongolia;desert;patched_state;Mongolia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3869;roman;mythic;cloth;0;0;0;0;0;0;0;0;40;0;PROV3869;Papua;extreme_mountain;patched_state;Papua;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3870;moroccan;sunni;cloth;0;0;0;0;0;0;0;0;39;0;Dakhla;Western Sahara;;patched_state;Western Sahara;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3871;tuvan;sunni;cloth;0;0;0;0;0;0;0;0;39;0;PROV3871;Kemerovo;;patched_state;Kemerovo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3872;ngaju;hindu;cloth;0;0;0;0;0;0;0;0;39;0;Palangka Raya;Kaliman;;patched_state;Kaliman;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3873;estonian;lutheran;cloth;0;0;11;1;0;0;0;0;39;0;Wesenberg;Estland;;patched_state;Estland;;middle_strata;russian;orthodox;1;;;;;;;;;;;;;;;;;;;;;;;;
3874;igbo;dahoman;cloth;0;0;7;0;0;0;29;0;40;0;Ibani;Nigeria;;patched_state;Nigeria;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3875;finnish;lutheran;wood;0;0;1;0;0;0;0;0;40;0;Kuusamo;Savo;;patched_state;Savo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3876;finnish;lutheran;wood;0;0;1;1;0;0;0;0;40;0;Tornio;Lappi;;patched_state;Lappi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3877;ukrainian;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;PROV3877;Orel;;patched_state;Orel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3878;swedish;lutheran;grain;0;0;12;0;0;0;0;0;39;0;Uppsala;state_558;;patched_state;state_558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3879;russian;orthodox;grain;0;0;1;0;0;0;0;0;39;0;Zueva;Novgorod;;patched_state;Novgorod;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3880;ukrainian;orthodox;cloth;0;0;10;1;0;0;0;0;39;0;Rivne;Volhyn;;patched_state;Volhyn;;lower_strata;krymchak;jewish;1;;;;;;;;;;;;;;;;;;;;;;;;
3881;russian;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;PROV3881;Vitebsk;;patched_state;Vitebsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3882;north_italian;catholic;hemp;0;0;16;5;6;0;0;1;40;0;Livorno;Toscana;coastal_terrain;patched_state;Toscana;;middle_strata;italki;jewish;2;;;;;;;;;;;;;;;;;;;;;;;;
3883;japanese;shinto;wood;0;0;72;4;0;0;0;4;40;0;Joetsu;Chubu;farmland;patched_state;Chubu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3884;north_german;lutheran;cloth;0;0;8;7;6;0;0;1;39;0;Meißen;Sachsen;;patched_state;Sachsen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3885;yankee;lutheran;cloth;0;0;5;3;1;0;0;1;40;0;Bridgeport;Connecticut;;patched_state;Connecticut;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3886;sami;lutheran;wood;0;0;0;0;0;0;0;0;39;0;Haparanda;state_461;;patched_state;state_461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3887;french;catholic;cloth;0;0;16;6;17;0;0;2;39;0;Colmar;Alsace;;patched_state;Alsace;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3888;ukrainian;orthodox;cloth;0;0;1;0;0;0;0;0;39;0;PROV3888;Orel;;patched_state;Orel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3889;russian;orthodox;grain;0;0;1;0;0;0;0;0;39;0;Antyevo;Novgorod;;patched_state;Novgorod;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3890;crimean;sunni;fish;0;0;5;0;0;0;0;0;39;0;Yevpatoria;Taurida;farmland;patched_state;Taurida;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3891;ukrainian;catholic;cloth;0;0;0;0;0;0;0;0;39;0;Luzk;Volhyn;;patched_state;Volhyn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3892;koasati;waashat;cloth;0;0;0;0;0;0;0;0;40;0;Shreveport;Louisiana;forest;patched_state;Louisiana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3893;korean;mahayana;cloth;0;0;7;0;0;0;0;0;39;0;PROV3893;Antung;;patched_state;Antung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3894;crimean;sunni;fish;0;0;3;0;0;0;0;0;39;0;Chernomorake;Taurida;farmland;patched_state;Taurida;;lower_strata;eastern_german;lutheran;1;;;;;;;;;;;;;;;;;;;;;;;;
3895;tamil;hindu;cloth;0;0;25;0;0;0;0;0;40;0;PROV3895;Ceylon;;patched_state;Ceylon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3896;japanese;mahayana;grain;0;0;43;3;0;0;0;3;40;0;Kanazawa;Chubu;farmland;patched_state;Chubu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3897;north_german;lutheran;cloth;0;0;10;6;6;0;0;0;39;0;Plauen;Thuringen;;patched_state;Thuringen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3898;korean;mahayana;grain;0;0;91;10;0;0;0;4;40;0;Gimpo;Namhan;;patched_state;Namhan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3899;yankee;lutheran;cloth;0;0;7;3;3;0;0;2;40;0;New Haven;Connecticut;;patched_state;Connecticut;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3900;fulani;sunni;cloth;0;0;3;0;0;7;20;0;40;0;Koundara;Guinea;;patched_state;Guinea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3901;gan;confucianism;cloth;0;0;90;1;1;0;0;6;39;0;Nanfeng;Jiangxi;;patched_state;Jiangxi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3902;castilian;catholic;grain;0;0;7;1;0;0;0;0;39;0;Torrijos;Madrid;;patched_state;Madrid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3903;hindi;hindu;cloth;0;0;37;5;2;0;14;0;40;0;PROV3903;Böhmen48;;patched_state;Böhmen48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3904;kazakh;sunni;cloth;0;0;0;0;0;0;0;0;39;0;PROV3904;Orenburg;;patched_state;Orenburg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3905;egyptian_arabic;sunni;cloth;0;0;0;0;0;0;1;0;39;0;PROV3905;Red_Sea;;patched_state;Red_Sea;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3906;cree;inuit;cloth;0;0;0;0;0;0;1;0;40;0;Moose Factory;Ontario;;patched_state;Ontario;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3907;jin;confucianism;cloth;0;0;58;2;2;0;0;3;39;0;PROV3907;Shanxi;;patched_state;Shanxi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3908;korean;mahayana;cloth;0;0;7;0;0;0;0;0;39;0;PROV3908;Antung;;patched_state;Antung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3909;persian;shiite;cloth;0;0;0;0;0;0;0;0;40;0;PROV3909;Khurasan;semi_arid;patched_state;Khurasan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3910;sinhala;theravada;cloth;0;0;15;2;0;0;0;0;40;0;Colombo;Ceylon;;patched_state;Ceylon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3911;tajik;sunni;cloth;0;0;0;0;0;0;0;0;40;0;PROV3911;Khurasan;desert;patched_state;Khurasan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3912;korean;mahayana;cloth;0;0;95;0;0;0;0;0;40;0;Ongjin;Bukhan;;patched_state;Bukhan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3913;rankulche;tain_feyentun;livestock;0;0;0;0;0;0;1;0;40;0;Saladillo;Buenos Aires;;patched_state;Buenos Aires;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3914;kazakh;sunni;cloth;0;0;0;0;0;0;0;0;39;0;PROV3914;Chelyabinsk;;patched_state;Chelyabinsk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3915;uighur;mahayana;camel;0;0;7;0;0;0;0;0;39;0;PROV3915;Nei_Mongol;desert;patched_state;Nei_Mongol;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3916;rankulche;tain_feyentun;grain;0;0;0;0;0;0;1;0;40;0;Pehuajó;Buenos Aires;;patched_state;Buenos Aires;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3917;hindi;hindu;cloth;0;0;28;5;3;0;15;0;40;0;PROV3917;state_70;;patched_state;state_70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3918;kazakh;sunni;cloth;0;0;0;0;0;0;0;0;39;0;PROV3918;Orenburg;;patched_state;Orenburg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3919;kachin;theravada;cloth;0;0;24;1;1;0;0;1;39;0;PROV3919;Yunnan;;patched_state;Yunnan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3920;ojibwe-potawatomi;waashat;cloth;0;0;0;0;0;0;1;0;40;0;Beardmore;Ontario;;patched_state;Ontario;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3921;azeri;shiite;cloth;0;0;14;0;0;0;0;0;40;0;PROV3921;state_165;;patched_state;state_165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3922;bende;bantu;cloth;0;0;2;0;0;2;8;0;40;0;PROV3922;Tanzania;;patched_state;Tanzania;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3923;persian;sunni;cloth;0;0;0;0;0;0;0;0;40;0;PROV3923;Khurasan;semi_arid;patched_state;Khurasan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3924;kongo;bantu;cloth;0;0;2;0;0;0;12;0;40;0;PROV3924;Congo;dense_jungle;patched_state;Congo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3925;uighur;sunni;cloth;0;0;7;0;0;0;0;0;39;0;PROV3925;Tarim;;patched_state;Tarim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3926;kachin;theravada;cloth;0;0;0;0;0;0;0;0;39;0;PROV3926;state_585;;patched_state;state_585;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3927;english;anglican;cloth;0;0;19;5;0;0;0;1;45;0;North Wiltshire;West;;patched_state;West;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3928;russian;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;PROV3928;Kostroma;;patched_state;Kostroma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3929;russian;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;PROV3929;Smolensk;;patched_state;Smolensk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3930;norwegian;lutheran;wood;0;0;0;0;0;0;0;0;40;0;PROV3930;Midt-Noreg;low_mountain;patched_state;Midt-Noreg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3931;castilian;catholic;cloth;0;0;8;1;0;0;0;0;39;0;Adrada;Castille;;patched_state;Castille;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3932;mordvin;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;PROV3932;Kazan;;patched_state;Kazan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3933;afro_caribbean;lutheran;cloth;0;0;2;0;0;0;0;0;40;0;Grenada;Lesser_Antilles;;patched_state;Lesser_Antilles;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3934;english;anglican;cloth;0;0;7;5;6;0;0;2;50;0;Bristol;West;;patched_state;West;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3935;ukrainian;orthodox;cloth;0;0;2;0;0;0;0;0;39;0;PROV3935;Tambor;;patched_state;Tambor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3936;songhai;sunni;cloth;0;0;3;0;0;14;22;0;39;0;Dosso;Niger;;patched_state;Niger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3937;ukrainian;orthodox;grain;0;0;19;0;0;0;0;0;39;0;Fastiw;Kiev;farmland;patched_state;Kiev;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3938;russian;orthodox;cloth;0;0;0;0;0;0;0;0;39;0;Smolensk;Smolensk;;patched_state;Smolensk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3939;malayan;sunni;cloth;0;0;0;0;0;0;0;0;39;0;PROV3939;Sumatra;;patched_state;Sumatra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3940;romanian;orthodox;grain;0;0;6;2;2;0;0;0;40;0;Braila;Valahia;farmland;patched_state;Valahia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3941;ukrainian;orthodox;grain;0;0;10;0;0;0;0;0;39;0;Lyubar;Volhyn;;patched_state;Volhyn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3942;japanese;shinto;livestock;0;0;23;2;0;0;0;1;40;0;Nagano;Chubu;extreme_mountain;patched_state;Chubu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3943;mordvin;orthodox;cloth;0;0;1;0;0;0;0;0;39;0;PROV3943;Kazan;;patched_state;Kazan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3944;french;catholic;cloth;0;0;19;3;6;0;0;1;39;0;Lure;Franche-Comté;;patched_state;Franche-Comté;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3945;yue;confucianism;cloth;0;0;207;9;2;0;0;5;39;0;Zhaoqing;West Guangdong;;patched_state;West Guangdong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3946;ukrainian;orthodox;cloth;0;0;2;0;0;0;0;0;39;0;PROV3946;Tambor;;patched_state;Tambor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3947;south_italian;catholic;grain;0;0;63;9;0;0;0;2;39;0;Foggia;Puglia;farmland;patched_state;Puglia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3948;circassian;sunni;cloth;0;0;0;0;0;0;0;0;40;0;PROV3948;Terek;semi_arid;patched_state;Terek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3949;ojibwe-potawatomi;waashat;cloth;0;0;0;0;0;0;1;0;40;0;Sault Ste. Marie;Ontario;;patched_state;Ontario;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3950;min;confucianism;cloth;0;0;168;15;8;40;0;1;39;0;Quanzhou;Fujian;farmland;patched_state;Fujian;;lower_strata;han;mahayana;80;upper_strata;manchu;confucianism;5;lower_strata;min;mahayana;200;;;;;;;;;;;;;;;;
3951;south_italian;catholic;grain;0;0;62;14;10;0;0;1;39;0;Campobasso;Abruzzi;low_mountain;patched_state;Abruzzi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
